_id,year,month,date,time,location,indicator,unit,value,note
98551,2023,February,16-02-2023,21:00,MALAKPET,NOx,ppb,16.38,
98552,2023,February,16-02-2023,21:00,MALAKPET,WD,DEGREE,77.27,
98553,2023,February,16-02-2023,21:00,MALAKPET,Ozone,ug/m3,11.3,
98554,2023,February,16-02-2023,21:00,MALAKPET,CO,mg/m3,2.07,
98555,2023,February,16-02-2023,21:00,MALAKPET,WS,m/s,0.02,
98556,2023,February,16-02-2023,21:00,MALAKPET,NO2,ug/m3,11.06,
98557,2023,February,16-02-2023,21:00,MALAKPET,NH3,ug/m3,9.92,
98558,2023,February,16-02-2023,21:00,MALAKPET,NO,ug/m3,5.14,
98559,2023,February,16-02-2023,21:00,MALAKPET,SO2,ug/m3,9.83,
98560,2023,February,16-02-2023,21:00,MALAKPET,PM10,ug/m3,109.56,
98561,2023,February,16-02-2023,21:00,MALAKPET,Toluene,ug/m3,1.26,
98562,2023,February,16-02-2023,21:00,MALAKPET,PM2.5,ug/m3,47.42,
98563,2023,February,16-02-2023,21:00,MALAKPET,SR,W/m2,0,
98564,2023,February,16-02-2023,21:00,MALAKPET,Benzene,ug/m3,0.99,
98809,2023,February,16-02-2023,22:00,MALAKPET,Benzene,ug/m3,1.02,
98810,2023,February,16-02-2023,22:00,MALAKPET,WS,m/s,0.03,
98811,2023,February,16-02-2023,22:00,MALAKPET,CO,mg/m3,1.86,
98812,2023,February,16-02-2023,22:00,MALAKPET,WD,DEGREE,97.63,
98813,2023,February,16-02-2023,22:00,MALAKPET,RH,%,17.09,
98814,2023,February,16-02-2023,22:00,MALAKPET,Temp,degreC,29.88,
98815,2023,February,16-02-2023,22:00,MALAKPET,NOx,ppb,16.46,
98816,2023,February,16-02-2023,22:00,MALAKPET,SO2,ug/m3,9.98,
98817,2023,February,16-02-2023,22:00,MALAKPET,SR,W/m2,0,
98818,2023,February,16-02-2023,22:00,MALAKPET,Xylene,ug/m3,4.12,
98819,2023,February,16-02-2023,22:00,MALAKPET,MP-Xylene,ug/m3,3.23,
98820,2023,February,16-02-2023,22:00,MALAKPET,NO2,ug/m3,11.23,
98821,2023,February,16-02-2023,22:00,MALAKPET,ETHBENZ,ug/m3,0.86,
